question	answer	final_QT	final_AS
انا عصبيه جدا لا استمتع مع اولادي	عندما تشعرين أنكِ على وشك الغضب فكري بالأمر هل يستحق الغضب أم لا، وحاولي إيجاد الحلول للمشكلة التي تُثير غضبكِ، قومي ببعض الأنشطة الترفيهية، ويمكنك المتابعة مع معالج نفسي لتنظيم إنفعالاتكِ	['A', 'B', 'E']	['1', '2', '3']
تعب نفسي وتشوش وقلق واضطرابات نوم واختلاجات في الجسم	لابد الرجوع الى الطبيب الذى تتابعين معه	['A', 'C', 'E']	['2']
مشكلتي باختصار الطاقة السلبية ونقد الذات دائما وكثرة التفكير والتحليل لأي موقف أو حادث	الطاقه السلبيه لها مدخلان اولً المدخل الخارجي عبر الاشخاص و اي شيء يحيط بكي ثانياً المدخل الداخلي وهو من المواقف التي تتعراضين لها او الافكار التي تأتي من العقل الباطن عليك تحديد من اين و من ثما سوف يكون هنالك تحسن اما عن نقصان الذات هو يأتي من عدم التحفيز الباطني للذات عليكي بتحفيز نفسك بالمشاعر القويه	['A', 'E']	['1']
عدم اليقظه الذهنية والسرحان وعدم التركيز بحس ما عندي الوعي الكافي وعند اي عمل بحتاج تركيز افصل كليا يسببلي احراج ما في يقظه اكون مدرك مستوعب بكون عقلي هافت لا بكلامي ولا لتصرفاتي أثرت على حياتي الاجتماعية شو المشكله عقليه أو نفسي هل هي نقص فيتامينات لو كانت شو فحوصات اللي اعملها شو لمشكله شو لحل	دائما التقييم الصحيح يوصل الى العلاج الصحيح .. انت بحاجة الى تقييم نفسي عضوي عصبي من خلال متخصص بعض الاضطرابات (النفسية و العصبية و غيرها ) يمكن ان يؤدي الى هذه الحالة هناك الكثير من المعلومات التي يحتاجها طبيبك لكي يصل الى الاسباب و العلاج ..	['A', 'B']	['2']
كم مدة استمرار اعراض الانسحابي ل ترك النيكوتين او التمباك وهل اعراضهم الانسحابية نفس الشي وهل بعد شهر من ترك التدخين الاعراض الانسحابية تستمر او مستحيل تستمر وشمرا مقدماً لم اشعر ب اعراض تذكر غير التوتر والارتباك والقلق واحيانا العصبية وصداع من حين لاخر خفيف يذهب بسرعة	مدة استمرار اعراض الانسحاب لترك النيكوتين تختلف من الشخص للثاني هي عامة لمدة اسابيع, بس تبقى حاجات زي الappetite بتزيد, التوتر, في عصبية احيانا, بس. وبتختلف كمان مدة الاعراض من الشخص و الثاني و تعتمد على السجائر التي كان يشربها في اليوم, و كان ياخد قد ايه, واكم علبة في اليوم, كدا يعني, بس. الف سلامة عليك.	['A', 'B']	['1', '3']
كنعاني من توثر تعبت كثير لدرجة هاد اسبوع حاولت انتحر سبب زوجي صار لي ٥ ايام منمت احي حالي ضايعة محتاجا أحد ابكي واشكي عليه الله يخليكوم نصيحة عندي أولاد محتاجة اعيش معاهوم	الحل بسيط يكمن في تحديد موعد مع الطبيب النفسي لمعرفة بعض التفاصل وأخذ السيره المرضيه بشكل مفصل ولتحديد العلاج المناسب لكي لا تترددي في طلب الاستشاره فهي الخلاص الوحيد لما تعانين منه تمنياتي بالشفاء	['A', 'B', 'D']	['1', '2', '3']
انفاخ شديد ويومي في قالوني ورغبة في تبرز اكثر من ٤مرات باليوم وخصوصا في العمل واعاني من الجلوس على كرسي فقد احس ان بطني تريد الخروج ..علما جميع تحاليل والنواظير طلعت سليمه ..لكن كنت سابقا اخذ ليبو سكس وبعدة زنكال واخاف تكون هنه سبب المشكله لان اطباء يقولون ليس فيك شيء وعندي تجشأ فقد وباسور داخلي ..	فى البداية يرجى معرفة تاريخك الطبى والنبى هل انت مدخن؟هل تداوم على شرب المنبهات مثل القهوة والشاى؟هل تتعرض الى ضغط نفسى فى المجتمع أو العمل؟منذ متى ظهرت تلك الحالة؟لماذا تم وصف تلك الأدوية لك وما كانت نتيجتها؟	['A', 'C']	['1']
لدي افكار انتحارية حادة	اهلا اشكرك جدا على التواصل بنا يبدو انك يا عزيزتي تمرين بأوقات عصيبه و أن لدكي المعرفه بما تعانيه أتمنى وارجو منك العمل بنصائحي اولا احرصي على عدم الانعزال والجلوس لوحدك ثانيا أتمنى منك التواصل بأي شخص مقرب لكي واخباره بما تعانيه ثالثا وأهم شيء . أرجوكي قومي بزيارة طبيب نفسي، إذا لم تستطيعي عمل ذلك فقومي بزيارة أي طبيب في أي مستشفى وسوف يقوم بمساعدتك بما يستطيع اعلمي يا عزيزتي أن هناك من يهمه أمرك وأن انهاء حياتك لن يكون فيه حل لما تعانيه بل سيكون سبب لتعاسة كثير ممن حولك نخن دائما موجودون لخدمتك	['B', 'E']	['1', '2', '3']
عدم الرغبة في الكلام وبرود والعمل الى حد الارهاق فقدان للشهية ولا احب ان اكون بين احد دائما اكون لوحدي . واواجه صعوبة كبيرة للتعبير ف دائما اكون صامت .ارق وخمول	هذه اعراض اكتئابية تتطلب التقييم والتشخيص الدقيق	['A', 'E']	['1', '2']
هل السكتة الدماغية لها اعراض او تاتي مفاجئ؟	تختلف الأعراض بحسب المنطقة التي حصل فيها نقص في وصول الدم فكل منطقة من الدماغ مهيئة لوظيفة معينة كما أنه من المهم أن يعرف المريض وأقاربه أن الفص الأيمن من الدماغ يتحكم في حركة الجزء الأيسر من الجسم كما أن الفص الأيسر من الدماغ يتحكم في حركة الجزء الأيمن, كذلك يجب أن يعلم أن منطقة الكلام فهما ونطقا هي في الفص الأيسر من الدماغ. الأعراض الشائعة لجلطة الدماغ هي: الفقد المفاجئ للقوة في الجزء الأيمن أو الأيسر من الجسم إضافة إلى حصول ضعف في حركة عضلات الوجه في أحد الجزئين صعوبة الكلام مثل: ثقل اللسان, عدم وضوح مخارج الحروف, عدم فهم الكلام الموجة للمريض, عدم استطاعة المريض التعبير عن مشاعره, صعوبة القراءة والكتابة. أعراض بصرية مثل: فقد الرؤية في إحدى العينين مؤقتا أو ضعف النطاق البصري في الجزء الأيمن أو الأيسر من مجال الرؤية. عندما تكون الجلطة في جذع الدماغ فقد يصاحبها شعور المريض بغثيان مفاجئ وصداع ونقص في الوعي بالإضافة إلى الإحساس بالدوران وإحولال النظر المفاجئ. وعلى كل فأعراض الجلطات كثيرة, ولكن أوضحنا أبرزها في هذة العجالة. التشخيص المبكر نستخدم كلمة فاست FAST وهى الحروف الأولى لعلامات الاصابات المتزامنة مع حدوث الجلطه الوجه Face طالب الشخص المشتبه في إصابته أن يبتسم، هل يعجز عنه أو يسقط جانب من وجهه أثناء المحاولة؟ ساعد اليد Arm طالب الشخص المشتبه في إصابته أن يرفع ذراعيه، هل يسقط أحد ذراعيه أو يتمايل لأسفل؟ الكلام والنطق Speech طالب الشخص المشتبه في إصابته أن يكرر جملة ما ورائك، هل كلامه مفكك أو يعجز تماما عن تكرارها بالترتيب؟ الوقت Time وبناء على ظهور أي عرض من لثلاثة..اطلب الاسعاف في اسرع وقت البعض قد يريد إضافة عرض آخر وهو أن تطلب من الشخص المشتبه في إصابته أن يخرج لسانه من فمه، وإن لم يكن مستقيما وكان مائلا كذلك، فهذا دليل آخر. وكنتيجة عامة، فإن كل أعراض السكتة الدماغية تشتمل حدوث أي من التالي بشكل مفاجئ: - مشكلة في الكلام كالإرتباك أو التلعثم. - مشكلة في التحكم في جانب واحد من الوجه، الذراعين أو القدم. - مشكلة في الرؤية بعين أو اثنتين. - مشكلة في المشي أو حفظ التوازن. - صداع بدون سبب.	['A', 'C', 'D']	['1']
